height,length,width,driveline,engine,gears,transmission,cty,fuel_type,hwy,id,make,model_year,year,hp,torque,model,km_per_l_cty,km_per_l_hwy
244,99,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,5,Automatic,14,Gasoline,19,2011 Nissan Frontier Crew Cab PRO-4X 4x4 AT,Nissan,2011 Nissan Frontier,2011,261,281,Nissan Frontier,4.933920704845815,6.696035242290749
244,99,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,6,Manual,15,Gasoline,20,2011 Nissan Frontier Crew Cab S 4x4,Nissan,2011 Nissan Frontier,2011,261,281,Nissan Frontier,5.286343612334802,7.048458149779735
244,99,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,5,Automatic,15,Gasoline,20,2011 Nissan Frontier Crew Cab PRO-4X,Nissan,2011 Nissan Frontier,2011,261,281,Nissan Frontier,5.286343612334802,7.048458149779735
244,99,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,5,Automatic,14,Gasoline,19,2011 Nissan Frontier Crew Cab SV V6 4x4 AT,Nissan,2011 Nissan Frontier,2011,261,281,Nissan Frontier,4.933920704845815,6.696035242290749
234,99,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,6,Manual,15,Gasoline,20,2011 Nissan Frontier King Cab PRO-4X 4x4,Nissan,2011 Nissan Frontier,2011,261,281,Nissan Frontier,5.286343612334802,7.048458149779735
234,99,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,6,Manual,15,Gasoline,20,2011 Nissan Frontier King Cab SV V6 4x4,Nissan,2011 Nissan Frontier,2011,261,281,Nissan Frontier,5.286343612334802,7.048458149779735
208,99,57,Rear-wheel drive,Nissan 2.5L 4 Cylinder 152 hp 171 ft-lbs,5,Automatic,17,Gasoline,22,2011 Nissan Frontier King Cab S AT,Nissan,2011 Nissan Frontier,2011,152,171,Nissan Frontier,5.991189427312776,7.75330396475771
73,196,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,5,Automatic,14,Gasoline,19,2011 Nissan Frontier Crew Cab SL 4x4 Long Bed,Nissan,2011 Nissan Frontier,2011,261,281,Nissan Frontier,4.933920704845815,6.696035242290749
244,99,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,6,Manual,15,Gasoline,20,2011 Nissan Frontier Crew Cab PRO-4X 4x4,Nissan,2011 Nissan Frontier,2011,261,281,Nissan Frontier,5.286343612334802,7.048458149779735
244,127,57,Rear-wheel drive,Suzuki 4.0L 6 Cylinder 261 hp 281 ft-lbs,5,Automatic,15,Gasoline,20,2010 Suzuki Equator Sport Crew Cab,Suzuki,2010 Suzuki Equator,2010,261,281,Suzuki Equator,5.286343612334802,7.048458149779735
244,214,57,Rear-wheel drive,Suzuki 4.0L 6 Cylinder 261 hp 281 ft-lbs,5,Automatic,15,Gasoline,20,2010 Suzuki Equator Sport Crew Cab Long Bed,Suzuki,2010 Suzuki Equator,2010,261,281,Suzuki Equator,5.286343612334802,7.048458149779735
244,214,57,Four-wheel drive,Suzuki 4.0L 6 Cylinder 261 hp 281 ft-lbs,5,Automatic,15,Gasoline,19,2010 Suzuki Equator Sport Crew Cab Long Bed 4x4,Suzuki,2010 Suzuki Equator,2010,261,281,Suzuki Equator,5.286343612334802,6.696035242290749
244,127,57,Four-wheel drive,Suzuki 4.0L 6 Cylinder 261 hp 281 ft-lbs,5,Automatic,15,Gasoline,19,2010 Suzuki Equator RMZ-4 Sport Crew Cab,Suzuki,2010 Suzuki Equator,2010,261,281,Suzuki Equator,5.286343612334802,6.696035242290749
208,127,57,Rear-wheel drive,Suzuki 2.5L 4 Cylinder 152 hp 171 ft-lbs,5,Manual,19,Gasoline,23,2010 Suzuki Equator Extended Cab,Suzuki,2010 Suzuki Equator,2010,152,171,Suzuki Equator,6.696035242290749,8.105726872246697
208,127,57,Rear-wheel drive,Suzuki 2.5L 4 Cylinder 152 hp 171 ft-lbs,5,Manual,19,Gasoline,23,2010 Suzuki Equator Comfort Extended Cab,Suzuki,2010 Suzuki Equator,2010,152,171,Suzuki Equator,6.696035242290749,8.105726872246697
208,127,57,Rear-wheel drive,Suzuki 2.5L 4 Cylinder 152 hp 171 ft-lbs,5,Manual,19,Gasoline,23,2010 Suzuki Equator Premium Extended Cab,Suzuki,2010 Suzuki Equator,2010,152,171,Suzuki Equator,6.696035242290749,8.105726872246697
234,127,57,Rear-wheel drive,Suzuki 4.0L 6 Cylinder 261 hp 281 ft-lbs,5,Automatic,15,Gasoline,20,2010 Suzuki Equator Sport Extended Cab,Suzuki,2010 Suzuki Equator,2010,261,281,Suzuki Equator,5.286343612334802,7.048458149779735
234,127,57,Four-wheel drive,Suzuki 4.0L 6 Cylinder 261 hp 281 ft-lbs,5,Automatic,15,Gasoline,19,2010 Suzuki Equator Sport Extended Cab 4x4,Suzuki,2010 Suzuki Equator,2010,261,281,Suzuki Equator,5.286343612334802,6.696035242290749
132,172,29,All-wheel drive,Subaru 3.6L 6 cylinder 256 hp 247 ft-lbs,5,Automatic,18,Gasoline,25,2010 Subaru Outback 3.6R,Subaru,2010 Subaru Outback,2010,256,247,Subaru Outback,6.343612334801763,8.810572687224669
132,172,29,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,6,Manual,19,Gasoline,27,2010 Subaru Outback 2.5i,Subaru,2010 Subaru Outback,2010,170,170,Subaru Outback,6.696035242290749,9.515418502202644
132,172,29,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,6,Manual,19,Gasoline,27,2010 Subaru Outback 2.5i Premium,Subaru,2010 Subaru Outback,2010,170,170,Subaru Outback,6.696035242290749,9.515418502202644
82,207,240,Rear-wheel drive,Chevrolet 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,4,Automatic,20,Gasoline,223,2011 Chevrolet Silverado 1500 Hybrid 1HY,Chevrolet,2011 Chevrolet Silverado 1500 Hybrid,2011,332,367,Chevrolet Silverado 1500 Hybrid,7.048458149779735,78.59030837004406
82,207,240,Rear-wheel drive,Chevrolet 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,4,Automatic,20,Gasoline,23,2011 Chevrolet Silverado 1500 Hybrid 2HY,Chevrolet,2011 Chevrolet Silverado 1500 Hybrid,2011,332,367,Chevrolet Silverado 1500 Hybrid,7.048458149779735,8.105726872246697
82,207,240,Four-wheel drive,Chevrolet 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,4,Automatic,20,Gasoline,23,2011 Chevrolet Silverado 1500 Hybrid 1HY 4WD,Chevrolet,2011 Chevrolet Silverado 1500 Hybrid,2011,332,367,Chevrolet Silverado 1500 Hybrid,7.048458149779735,8.105726872246697
82,207,240,Four-wheel drive,Chevrolet 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,4,Automatic,20,Gasoline,23,2011 Chevrolet Silverado 1500 Hybrid 2HY 4WD,Chevrolet,2011 Chevrolet Silverado 1500 Hybrid,2011,332,367,Chevrolet Silverado 1500 Hybrid,7.048458149779735,8.105726872246697
82,207,240,Rear-wheel drive,Chevrolet 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,4,Automatic,21,Gasoline,22,2010 Chevrolet Silverado 1500 Hybrid 1HY,Chevrolet,2010 Chevrolet Silverado 1500 Hybrid,2010,332,367,Chevrolet Silverado 1500 Hybrid,7.400881057268723,7.75330396475771
82,207,240,Rear-wheel drive,Chevrolet 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,4,Automatic,21,Gasoline,22,2010 Chevrolet Silverado 1500 Hybrid 2HY,Chevrolet,2010 Chevrolet Silverado 1500 Hybrid,2010,332,367,Chevrolet Silverado 1500 Hybrid,7.400881057268723,7.75330396475771
79,207,240,Four-wheel drive,Chevrolet 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,4,Automatic,21,Gasoline,22,2010 Chevrolet Silverado 1500 Hybrid 1HY 4WD,Chevrolet,2010 Chevrolet Silverado 1500 Hybrid,2010,332,367,Chevrolet Silverado 1500 Hybrid,7.400881057268723,7.75330396475771
79,207,240,Four-wheel drive,Chevrolet 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,4,Automatic,21,Gasoline,22,2010 Chevrolet Silverado 1500 Hybrid 2HY 4WD,Chevrolet,2010 Chevrolet Silverado 1500 Hybrid,2010,332,367,Chevrolet Silverado 1500 Hybrid,7.400881057268723,7.75330396475771
82,207,240,Rear-wheel drive,Chevrolet 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,4,Automatic,21,Gasoline,22,2009 Chevrolet Silverado 1500 Hybrid 1HY,Chevrolet,2009 Chevrolet Silverado 1500 Hybrid,2009,332,367,Chevrolet Silverado 1500 Hybrid,7.400881057268723,7.75330396475771
82,207,240,Rear-wheel drive,Chevrolet 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,4,Automatic,21,Gasoline,22,2009 Chevrolet Silverado 1500 Hybrid 2HY,Chevrolet,2009 Chevrolet Silverado 1500 Hybrid,2009,332,367,Chevrolet Silverado 1500 Hybrid,7.400881057268723,7.75330396475771
79,207,240,Four-wheel drive,Chevrolet 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,4,Automatic,20,Gasoline,20,2009 Chevrolet Silverado 1500 Hybrid 1HY 4WD,Chevrolet,2009 Chevrolet Silverado 1500 Hybrid,2009,332,367,Chevrolet Silverado 1500 Hybrid,7.048458149779735,7.048458149779735
79,207,240,Four-wheel drive,Chevrolet 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,4,Automatic,20,Gasoline,20,2009 Chevrolet Silverado 1500 Hybrid 2HY 4WD,Chevrolet,2009 Chevrolet Silverado 1500 Hybrid,2009,332,367,Chevrolet Silverado 1500 Hybrid,7.048458149779735,7.048458149779735
158,148,19,Rear-wheel drive,Suzuki 3.2L 6 Cylinder 230 hp 213 ft-lbs,5,Automatic,18,Gasoline,24,2010 Suzuki Grand Vitara Limited 3.2L,Suzuki,2010 Suzuki Grand Vitara,2010,230,213,Suzuki Grand Vitara,6.343612334801763,8.458149779735685
145,202,224,Rear-wheel drive,Ford 2.3L 4 Cylinder 143 hp 154 ft-lbs,5,Manual,22,Gasoline,27,2011 Ford Ranger XL,Ford,2011 Ford Ranger,2011,143,154,Ford Ranger,7.75330396475771,9.515418502202644
125,36,166,All-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 210 hp 400 ft-lbs Turbo Diesel,7,Automatic,18,Diesel fuel,24,2010 Mercedes-Benz R350 BlueTEC 4Matic,Ford,2010 Mercedes-Benz R-Class,2011,210,400,Mercedes-Benz R-Class,6.343612334801763,8.458149779735685
148,51,226,Rear-wheel drive,Ford 2.3L 4 Cylinder 143 hp 154 ft-lbs,5,Manual,22,Gasoline,27,2011 Ford Ranger XL SuperCab,Ford,2011 Ford Ranger,2011,143,154,Ford Ranger,7.75330396475771,9.515418502202644
148,51,226,Rear-wheel drive,Ford 2.3L 4 Cylinder 143 hp 154 ft-lbs,5,Automatic,19,Gasoline,24,2011 Ford Ranger XL SuperCab AT,Ford,2011 Ford Ranger,2011,143,154,Ford Ranger,6.696035242290749,8.458149779735685
145,202,224,Rear-wheel drive,Ford 2.3L 4 Cylinder 143 hp 154 ft-lbs,5,Manual,22,Gasoline,27,2011 Ford Ranger XL,Ford,2011 Ford Ranger,2011,143,154,Ford Ranger,7.75330396475771,9.515418502202644
125,36,166,All-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 210 hp 400 ft-lbs Turbo Diesel,7,Automatic,18,Diesel fuel,24,2010 Mercedes-Benz R350 BlueTEC 4Matic,Ford,2010 Mercedes-Benz R-Class,2011,210,400,Mercedes-Benz R-Class,6.343612334801763,8.458149779735685
148,51,226,Rear-wheel drive,Ford 2.3L 4 Cylinder 143 hp 154 ft-lbs,5,Manual,22,Gasoline,27,2011 Ford Ranger XL SuperCab,Ford,2011 Ford Ranger,2011,143,154,Ford Ranger,7.75330396475771,9.515418502202644
148,51,226,Rear-wheel drive,Ford 2.3L 4 Cylinder 143 hp 154 ft-lbs,5,Automatic,19,Gasoline,24,2011 Ford Ranger XLT SuperCab AT,Ford,2011 Ford Ranger,2011,143,154,Ford Ranger,6.696035242290749,8.458149779735685
148,51,226,Rear-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,5,Manual,16,Gasoline,21,2011 Ford Ranger XLT SuperCab V6,Ford,2011 Ford Ranger,2011,207,238,Ford Ranger,5.638766519823789,7.400881057268723
148,51,226,Rear-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,5,Automatic,15,Gasoline,20,2011 Ford Ranger XLT SuperCab V6 AT,Ford,2011 Ford Ranger,2011,207,238,Ford Ranger,5.286343612334802,7.048458149779735
148,51,226,Rear-wheel drive,Ford 2.3L 4 Cylinder 143 hp 154 ft-lbs,5,Manual,22,Gasoline,27,2011 Ford Ranger XLT SuperCab 4-Door,Ford,2011 Ford Ranger,2011,143,154,Ford Ranger,7.75330396475771,9.515418502202644
148,51,226,Rear-wheel drive,Ford 2.3L 4 Cylinder 143 hp 154 ft-lbs,5,Automatic,19,Gasoline,24,2011 Ford Ranger XLT SuperCab 4-Door AT,Ford,2011 Ford Ranger,2011,143,154,Ford Ranger,6.696035242290749,8.458149779735685
183,51,19,Four-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,5,Manual,15,Gasoline,19,2011 Ford Ranger XLT SuperCab 4-Door 4X4,Ford,2011 Ford Ranger,2011,207,238,Ford Ranger,5.286343612334802,6.696035242290749
183,51,19,Four-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,5,Automatic,14,Gasoline,18,2011 Ford Ranger XLT SuperCab 4-Door 4X4 AT,Ford,2011 Ford Ranger,2011,207,238,Ford Ranger,4.933920704845815,6.343612334801763
148,51,226,Rear-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,5,Manual,16,Gasoline,21,2011 Ford Ranger Sport,Ford,2011 Ford Ranger,2011,207,238,Ford Ranger,5.638766519823789,7.400881057268723
148,51,226,Rear-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,5,Automatic,15,Gasoline,20,2011 Ford Ranger Sport AT,Ford,2011 Ford Ranger,2011,207,238,Ford Ranger,5.286343612334802,7.048458149779735
148,51,226,Rear-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,5,Manual,16,Gasoline,21,2011 Ford Ranger Sport 4-Door,Ford,2011 Ford Ranger,2011,207,238,Ford Ranger,5.638766519823789,7.400881057268723
148,51,226,Rear-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,5,Automatic,15,Gasoline,20,2011 Ford Ranger Sport 4-Door AT,Ford,2011 Ford Ranger,2011,207,238,Ford Ranger,5.286343612334802,7.048458149779735
183,51,19,Four-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,5,Manual,15,Gasoline,19,2011 Ford Ranger Sport 4-Door 4X4,Ford,2011 Ford Ranger,2011,207,238,Ford Ranger,5.286343612334802,6.696035242290749
183,51,19,Four-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,5,Automatic,14,Gasoline,18,2011 Ford Ranger Sport 4-Door AT 4X4,Ford,2011 Ford Ranger,2011,207,238,Ford Ranger,4.933920704845815,6.343612334801763
77,102,237,Rear-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,4,Automatic,14,Gasoline,19,2011 Chevrolet Silverado 1500 Work Truck 4.8L,Chevrolet,2011 Chevrolet Silverado 1500,2011,302,305,Chevrolet Silverado 1500,4.933920704845815,6.696035242290749
77,102,237,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 338 ft-lbs FFV,6,Automatic,15,Gasoline,21,2011 Chevrolet Silverado 1500 Work Truck 5.3L,Chevrolet,2011 Chevrolet Silverado 1500,2011,315,338,Chevrolet Silverado 1500,5.286343612334802,7.400881057268723
77,102,237,Rear-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,4,Automatic,10,E85,14,2011 Chevrolet Silverado 1500 LT,Chevrolet,2011 Chevrolet Silverado 1500,2011,302,305,Chevrolet Silverado 1500,3.5242290748898677,4.933920704845815
77,102,237,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 338 ft-lbs FFV,6,Automatic,11,E85,16,2011 Chevrolet Silverado 1500 LT 5.3L,Chevrolet,2011 Chevrolet Silverado 1500,2011,315,338,Chevrolet Silverado 1500,3.876651982378855,5.638766519823789
82,102,237,Four-wheel drive,Chevrolet 4.3L 6 Cylinder 195 hp 260 ft-lbs,4,Automatic,14,Gasoline,18,2011 Chevrolet Silverado 1500 Work Truck 4WD,Chevrolet,2011 Chevrolet Silverado 1500,2011,195,260,Chevrolet Silverado 1500,4.933920704845815,6.343612334801763
82,102,237,Four-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,4,Automatic,10,E85,13,2011 Chevrolet Silverado 1500 Work Truck 4.8L 4WD,Chevrolet,2011 Chevrolet Silverado 1500,2011,302,305,Chevrolet Silverado 1500,3.5242290748898677,4.581497797356828
82,102,237,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 338 ft-lbs FFV,6,Automatic,15,Gasoline,21,2011 Chevrolet Silverado 1500 Work Truck 5.3L 4WD,Chevrolet,2011 Chevrolet Silverado 1500,2011,315,338,Chevrolet Silverado 1500,5.286343612334802,7.400881057268723
82,102,237,Four-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,4,Automatic,13,Gasoline,18,2011 Chevrolet Silverado 1500 LT 4WD,Chevrolet,2011 Chevrolet Silverado 1500,2011,302,305,Chevrolet Silverado 1500,4.581497797356828,6.343612334801763
82,102,237,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 338 ft-lbs FFV,6,Automatic,11,E85,16,2011 Chevrolet Silverado 1500 LT 5.3L 4WD,Chevrolet,2011 Chevrolet Silverado 1500,2011,315,338,Chevrolet Silverado 1500,3.876651982378855,5.638766519823789
74,70,237,Rear-wheel drive,Chevrolet 4.3L 6 Cylinder 195 hp 260 ft-lbs,4,Automatic,15,Gasoline,20,2011 Chevrolet Silverado 1500 Long Box Work Truck,Chevrolet,2011 Chevrolet Silverado 1500,2011,195,260,Chevrolet Silverado 1500,5.286343612334802,7.048458149779735
74,70,237,Rear-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,4,Automatic,10,E85,14,2011 Chevrolet Silverado 1500 Long Box Work Truck 4.8L,Chevrolet,2011 Chevrolet Silverado 1500,2011,302,305,Chevrolet Silverado 1500,3.5242290748898677,4.933920704845815
74,70,237,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 338 ft-lbs FFV,6,Automatic,11,E85,16,2011 Chevrolet Silverado 1500 Long Box Work Truck 5.3L,Chevrolet,2011 Chevrolet Silverado 1500,2011,315,338,Chevrolet Silverado 1500,3.876651982378855,5.638766519823789
74,70,237,Rear-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,4,Automatic,14,Gasoline,19,2011 Chevrolet Silverado 1500 Long Box LT,Chevrolet,2011 Chevrolet Silverado 1500,2011,302,305,Chevrolet Silverado 1500,4.933920704845815,6.696035242290749
74,70,237,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 338 ft-lbs FFV,6,Automatic,15,Gasoline,21,2011 Chevrolet Silverado 1500 Long Box LT 5.3L,Chevrolet,2011 Chevrolet Silverado 1500,2011,315,338,Chevrolet Silverado 1500,5.286343612334802,7.400881057268723
82,70,237,Four-wheel drive,Chevrolet 4.3L 6 Cylinder 195 hp 260 ft-lbs,4,Automatic,14,Gasoline,18,2011 Chevrolet Silverado 1500 Long Box Work Truck 4WD,Chevrolet,2011 Chevrolet Silverado 1500,2011,195,260,Chevrolet Silverado 1500,4.933920704845815,6.343612334801763
82,70,237,Four-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,4,Automatic,13,Gasoline,18,2011 Chevrolet Silverado 1500 Long Box Work Truck 4.8L 4WD,Chevrolet,2011 Chevrolet Silverado 1500,2011,302,305,Chevrolet Silverado 1500,4.581497797356828,6.343612334801763
82,70,237,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 338 ft-lbs FFV,6,Automatic,11,E85,16,2011 Chevrolet Silverado 1500 Long Box Work Truck 5.3L 4WD,Chevrolet,2011 Chevrolet Silverado 1500,2011,315,338,Chevrolet Silverado 1500,3.876651982378855,5.638766519823789
82,70,237,Four-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,4,Automatic,10,E85,13,2011 Chevrolet Silverado 1500 Long Box LT 4WD,Chevrolet,2011 Chevrolet Silverado 1500,2011,302,305,Chevrolet Silverado 1500,3.5242290748898677,4.581497797356828
82,70,237,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 338 ft-lbs FFV,6,Automatic,11,E85,16,2011 Chevrolet Silverado 1500 Long Box LT 5.3L 4WD,Chevrolet,2011 Chevrolet Silverado 1500,2011,315,338,Chevrolet Silverado 1500,3.876651982378855,5.638766519823789
135,53,24,Rear-wheel drive,Lexus 5L 8 Cylinder 416hp 371 ft-lbs,8,Automatic,16,Gasoline,23,2010 Lexus IS F Sedan,Lexus,2010 Lexus IS F,2010,416,371,Lexus IS F,5.638766519823789,8.105726872246697
135,53,24,Rear-wheel drive,Lexus 5L 8 Cylinder 416hp 371 ft-lbs,8,Automatic,16,Gasoline,23,2011 Lexus IS F Sedan,Lexus,2011 lexus IS F,2011,416,371,lexus IS F,5.638766519823789,8.105726872246697
234,99,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,5,Automatic,15,Gasoline,20,2010 Nissan Frontier King Cab SE V6 AT,Nissan,2010 Nissan Frontier,2010,261,281,Nissan Frontier,5.286343612334802,7.048458149779735
234,99,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,5,Automatic,15,Gasoline,20,2010 Nissan Frontier King Cab PRO-4X,Nissan,2010 Nissan Frontier,2010,261,281,Nissan Frontier,5.286343612334802,7.048458149779735
208,99,57,Rear-wheel drive,Nissan 2.5L 4 Cylinder 152 hp 171 ft-lbs,5,Automatic,17,Gasoline,22,2010 Nissan Frontier King Cab XE AT,Nissan,2010 Nissan Frontier,2010,152,171,Nissan Frontier,5.991189427312776,7.75330396475771
234,99,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,6,Manual,15,Gasoline,19,2010 Nissan Frontier King Cab SE V6 4x4,Nissan,2010 Nissan Frontier,2010,261,281,Nissan Frontier,5.286343612334802,6.696035242290749
234,99,57,Rear-wheel drive,Nissan 2.5L 4 Cylinder 152 hp 171 ft-lbs,5,Manual,19,Gasoline,23,2010 Nissan Frontier King Cab SE,Nissan,2010 Nissan Frontier,2010,152,171,Nissan Frontier,6.696035242290749,8.105726872246697
234,99,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,5,Automatic,14,Gasoline,19,2010 Nissan Frontier King Cab SE V6 4x4 AT,Nissan,2010 Nissan Frontier,2010,261,281,Nissan Frontier,4.933920704845815,6.696035242290749
234,99,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,5,Automatic,15,Gasoline,20,2010 Nissan Frontier King Cab LE,Nissan,2010 Nissan Frontier,2010,261,281,Nissan Frontier,5.286343612334802,7.048458149779735
234,99,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,6,Manual,16,Gasoline,20,2010 Nissan Frontier King Cab SE V6,Nissan,2010 Nissan Frontier,2010,261,281,Nissan Frontier,5.638766519823789,7.048458149779735
208,99,57,Rear-wheel drive,Nissan 2.5L 4 Cylinder 152 hp 171 ft-lbs,5,Manual,19,Gasoline,23,2010 Nissan Frontier King Cab XE,Nissan,2010 Nissan Frontier,2010,152,171,Nissan Frontier,6.696035242290749,8.105726872246697
234,99,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,5,Automatic,14,Gasoline,19,2010 Nissan Frontier King Cab LE 4x4,Nissan,2010 Nissan Frontier,2010,261,281,Nissan Frontier,4.933920704845815,6.696035242290749
234,99,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,5,Automatic,14,Gasoline,19,2010 Nissan Frontier King Cab PRO-4X 4x4,Nissan,2010 Nissan Frontier,2010,261,281,Nissan Frontier,4.933920704845815,6.696035242290749
234,99,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,6,Manual,15,Gasoline,19,2010 Nissan Frontier King Cab PRO-4X 4x4 MT,Nissan,2010 Nissan Frontier,2010,261,281,Nissan Frontier,5.286343612334802,6.696035242290749
234,99,57,Rear-wheel drive,Nissan 2.5L 4 Cylinder 152 hp 171 ft-lbs,5,Automatic,17,Gasoline,22,2010 Nissan Frontier King Cab SE AT,Nissan,2010 Nissan Frontier,2010,152,171,Nissan Frontier,5.991189427312776,7.75330396475771
203,223,64,Front-wheel drive,Buick 2.0L 4 Cylinder 220 hp 258 ft-lbs FFV,6,Manual,20,Gasoline,32,2011 Buick Regal CXL Turbo MT,Buick,2011 Buick Regal,2011,220,258,Buick Regal,7.048458149779735,11.277533039647578
128,127,179,Four-wheel drive,Lexus 5.7L 8 Cylinder 383hp 403 ft-lbs,6,Automatic,12,Gasoline,18,2010 Lexus LX 570 SUV,Lexus,2010 Lexus LX,2010,383,403,Lexus LX,4.229074889867842,6.343612334801763
128,127,179,Four-wheel drive,Lexus 5.7L 8 Cylinder 383hp 403 ft-lbs,6,Automatic,12,Gasoline,18,2011 Lexus LX 570 SUV,Lexus,2011 Lexus LX,2011,383,403,Lexus LX,4.229074889867842,6.343612334801763
145,202,224,Rear-wheel drive,Ford 2.3L 4 Cylinder 143 hp 154 ft-lbs,5,Manual,22,Gasoline,27,2010 Ford Ranger XL,Ford,2010 Ford Ranger,2010,143,154,Ford Ranger,7.75330396475771,9.515418502202644
145,202,224,Rear-wheel drive,Ford 2.3L 4 Cylinder 143 hp 154 ft-lbs,5,Automatic,19,Gasoline,24,2010 Ford Ranger XL AT,Ford,2010 Ford Ranger,2010,143,154,Ford Ranger,6.696035242290749,8.458149779735685
148,51,226,Rear-wheel drive,Ford 2.3L 4 Cylinder 143 hp 154 ft-lbs,5,Manual,22,Gasoline,27,2010 Ford Ranger XL SuperCab,Ford,2010 Ford Ranger,2010,143,154,Ford Ranger,7.75330396475771,9.515418502202644
148,51,226,Rear-wheel drive,Ford 2.3L 4 Cylinder 143 hp 154 ft-lbs,5,Automatic,19,Gasoline,24,2010 Ford Ranger XL SuperCab AT,Ford,2010 Ford Ranger,2010,143,154,Ford Ranger,6.696035242290749,8.458149779735685
145,202,224,Rear-wheel drive,Ford 2.3L 4 Cylinder 143 hp 154 ft-lbs,5,Manual,22,Gasoline,27,2010 Ford Ranger XLT,Ford,2010 Ford Ranger,2010,143,154,Ford Ranger,7.75330396475771,9.515418502202644
145,202,224,Rear-wheel drive,Ford 2.3L 4 Cylinder 143 hp 154 ft-lbs,5,Automatic,19,Gasoline,24,2010 Ford Ranger XLT AT,Ford,2010 Ford Ranger,2010,143,154,Ford Ranger,6.696035242290749,8.458149779735685
